area,rot-categorization,rot-moral-foundations,rot-judgment,action-moral-judgment,action-legal,label,action_ukr,action_en
rocstories,social-norms|advice,care-harm|authority-subversion,It's okay,0.0,legal,1,не проводити розкішної церемонії,not having an extravagant ceremony
amitheasshole,morality-ethics|social-norms,care-harm,it's rude,-1.0,legal,0,не допомагати літній людині піднятися,not helping an older person up
amitheasshole,morality-ethics|social-norms,care-harm,It's wrong,-2.0,tolerated,0,"не допомагати своїй дитині, якщо вона хворіє.",not helping out your child if they are ill.
amitheasshole,morality-ethics|social-norms,care-harm,It's wrong,-2.0,tolerated,0,"ненадання допомоги людині, яка має медичну проблему.",not helping someone suffering a medical problem.
amitheasshole,morality-ethics,care-harm,it's not okay,-1.0,legal,0,не допомагати комусь у випадку медичної екстреної ситуації.,not helping someone when they are in a medical emergency.
amitheasshole,morality-ethics|social-norms,care-harm,It is rude,-1.0,tolerated,0,"не допомагати тому, хто має суїцидальні наміри.",not helping someone who is suicidal.
rocstories,social-norms,care-harm,it's kind,1.0,legal,2,не образити почуття друга.,not hurting the feelings of a friend.
rocstories,social-norms,care-harm|loyalty-betrayal,it's good,1.0,legal,2,"не засуджувати зовнішній вигляд друга, коли той хворіє;",not judging your friend's appearance when they're sick
rocstories,social-norms,care-harm,it's okay,0.0,legal,1,не підтримуючи зв'язок з деякими людьми у твоєму житті.,not keeping in touch with some people in your life.
confessions,advice,care-harm,ok,0.0,legal,1,"не знаючи, чому тобі щось подобається.",not knowing why you like something.
dearabby,morality-ethics,care-harm|authority-subversion,It's not okay,1.0,legal,2,не дозволяючи жінці самостійно приймати рішення щодо власного тіла.,not letting a woman make decisions about her own body.
rocstories,social-norms,care-harm|fairness-cheating,It is ok,0.0,legal,1,не дозволяти іншим користуватися твоєю добротою.,not letting others taking advantage of your kindness.
amitheasshole,morality-ethics,care-harm,It's not okay,-2.0,legal,0,не дозволяти комусь іти за своєю мрією.,not letting someone follow their dream.
amitheasshole,morality-ethics|social-norms,care-harm|authority-subversion,It's wrong,-1.0,legal,0,не дозволяти дорогій вам людині жити власним життям.,not letting someone you care about have a life.
amitheasshole,advice,care-harm|fairness-cheating|loyalty-betrayal,it's okay,0.0,legal,1,не дозволяти своїй дівчині використовувати тебе заради місця проживання.,not letting your girlfriend take advantage of you for a place to stay.
rocstories,description,care-harm,It's understandable,0.0,legal,1,"не симпатизування комусь, хто є недобрим.",not liking someone who is mean.
amitheasshole,morality-ethics,care-harm,it's okay,0.0,legal,1,"Не подобаються ті ж люди, що й другій половинці.",not liking the same people as a significant other.
amitheasshole,description,care-harm,It's understandable,0.0,legal,1,не відчувати прихильності до колишнього/колишньої,not liking your ex.
dearabby,social-norms,care-harm|loyalty-betrayal,It's rude,-1.0,legal,0,не слухати друга.,not listening to a friend.
confessions,social-norms,care-harm,it is rude,-1.0,legal,0,"не слухати, коли хтось говорить.",not listening when someone talks.
rocstories,morality-ethics|social-norms,care-harm|loyalty-betrayal,it is good,1.0,legal,2,не нехтуючи своїми домашніми тваринами.,not neglecting your pets.
rocstories,morality-ethics,care-harm|fairness-cheating|authority-subversion,It's bad,-1.0,illegal,0,невиконання правил дорожнього руху.,not obeying the rules of the road.
confessions,social-norms|advice,care-harm,it's rude,-1.0,legal,0,не надання допомоги новачкам у компанії.,not offering help to newcomers in a company.
amitheasshole,morality-ethics,care-harm,it's good,1.0,legal,2,не перегодовувати своїх домашніх тварин.,not overfeeding your pets.
rocstories,advice,care-harm,it's not okay,-1.0,legal,0,Не звертати уваги куди йдеш.,not paying attention to where you are going.
rocstories,advice,care-harm,it's hazardous,-2.0,legal,0,неуважність під час приготування їжі,not paying attention while you cook
confessions,morality-ethics,care-harm,it's bad,-2.0,legal,0,неповага до інших людей.,not respecting other people.
dearabby,morality-ethics,care-harm,It is wrong,-1.0,legal,0,неповага до чужої потреби в особистому просторі.,not respecting other's need for space.
confessions,morality-ethics,care-harm,it's bad,-1.0,legal,0,"не поважати людину, з якою ти зустрічаєшся.",not respecting someone you're dating.
