area,rot-agree,rot-categorization,rot-moral-foundations,rot-judgment,action,action-moral-judgment,action-legal,label
rocstories,4.0,morality-ethics,care-harm|loyalty-betrayal,It's not okay,letting your negligence hurt others.,-1.0,legal,0
rocstories,3.0,advice,care-harm,shouldn't,letting your nerves control you.,-1.0,legal,0
amitheasshole,3.0,advice,care-harm,it's good,letting your parents do their job.,1.0,legal,2
dearabby,3.0,social-norms|advice,care-harm,You shouldn't,letting your parents hold grudges toward you.,-1.0,legal,0
amitheasshole,4.0,morality-ethics|advice,care-harm|sanctity-degradation,You shouldn't,letting your partner force you to do something you don't want to do.,-2.0,legal,0
amitheasshole,3.0,social-norms|advice,care-harm|fairness-cheating,It's good,letting your partner have space with their friends when you are in a relationship.,1.0,legal,2
confessions,3.0,advice,care-harm,You should,letting your partner leave you if they are unhappy with you.,0.0,legal,1
rocstories,3.0,description,care-harm,it's nice,letting your partner taste your order when you are out for breakfast,1.0,legal,2
amitheasshole,3.0,social-norms,care-harm|loyalty-betrayal,should,letting your partner's family stay with you to help them out.,0.0,legal,1
dearabby,3.0,advice,care-harm,You shouldn't,letting your past come back to haunt you.,-1.0,legal,0
dearabby,3.0,advice,care-harm|fairness-cheating,It's wrong,letting your past overrun your future.,-1.0,legal,0
amitheasshole,3.0,description,care-harm,it's ok,letting your pet play with anything you like.,0.0,legal,1
rocstories,3.0,social-norms|advice,care-harm,it is irresponsible,letting your pets outside,-1.0,legal,0
dearabby,3.0,advice,care-harm,shouldn't,letting your policies easy for people to take advantage of you,-1.0,legal,0
dearabby,3.0,advice,care-harm,you shouldn't,letting your rape attacker's suicide affect your life.,-1.0,legal,0
amitheasshole,4.0,morality-ethics,care-harm|loyalty-betrayal,It is good,letting your siblings stay with you if they don't have a place to stay at.,1.0,legal,2
confessions,4.0,morality-ethics,care-harm,shouldn't,letting your spouse throw things at your child,-1.0,tolerated,0
confessions,3.0,advice,care-harm,it's bad,letting your stress get the best of you.,-1.0,legal,0
dearabby,3.0,advice,care-harm,shouldn't,letting your weight get in the way of your relationship.,-1.0,legal,0
confessions,3.0,morality-ethics,care-harm,It's not okay,letting yourself be abused.,-1.0,tolerated,0
confessions,3.0,morality-ethics,care-harm,It's wrong,letting yourself be suck in a situation you don't enjoy.,-1.0,legal,0
confessions,4.0,advice,care-harm,It's healthy,letting yourself defecate.,0.0,legal,1
rocstories,3.0,advice,care-harm,It's not okay,letting yourself get discouraged in life.,-1.0,legal,0
confessions,3.0,advice,care-harm,it's bad,letting yourself get frustrated to the point that you feel physically ill.,-1.0,legal,0
amitheasshole,4.0,advice,care-harm,You shouldn't,letting yourself get obese.,-1.0,legal,0
confessions,3.0,morality-ethics,care-harm,shouldn't,lie about your transgressions when asked.,0.0,tolerated,1
amitheasshole,4.0,morality-ethics,care-harm,it's wrong,lieing to people you are pursuing a relationship with.,-2.0,legal,0
confessions,3.0,advice,care-harm,It is okay,liking and dating whoever you want to,0.0,legal,1
confessions,3.0,description,care-harm,It's fine,liking any tv show you find appealing.,0.0,legal,1
confessions,4.0,advice,care-harm,okay,liking different kinds of music,0.0,legal,1
confessions,3.0,social-norms,care-harm,It's good,liking people's posts on social media to tell them you support them.,1.0,legal,2
confessions,4.0,social-norms,care-harm,its good,liking people.,0.0,legal,1
amitheasshole,4.0,social-norms,care-harm,it's okay,liking pictures on Instagram.,0.0,legal,1
confessions,4.0,advice,care-harm|loyalty-betrayal,acceptable,liking somebody of the opposite gender.,0.0,legal,1
confessions,3.0,advice,care-harm,good,liking someone else.,1.0,legal,2
confessions,3.0,description,care-harm|loyalty-betrayal,It is ok,liking someone who is a friend,0.0,legal,1
confessions,3.0,social-norms|advice,care-harm,It's fine,liking things that other people find weird.,0.0,legal,1
confessions,4.0,morality-ethics,care-harm,It's okay,liking to live a life that is comfortable to you,0.0,legal,1
confessions,4.0,morality-ethics,care-harm,it's horrible,liking to see other people ripped open.,-2.0,tolerated,0
confessions,3.0,advice,care-harm,okay,liking unconventional things.,0.0,legal,1
amitheasshole,3.0,advice,care-harm,you have the right,liking whomever you find appealing.,0.0,legal,1
rocstories,4.0,morality-ethics,care-harm|fairness-cheating,You should,"liking your fiance for who they are, not how much they make",0.0,legal,1
confessions,4.0,social-norms,care-harm,It's okay,liking your spouse.,0.0,legal,1
amitheasshole,3.0,description,care-harm,It is okay,limiting social interaction after trauma.,0.0,legal,1
rocstories,3.0,social-norms,care-harm|authority-subversion,it's good,limiting the amount of sweets one can eat.,0.0,legal,1
dearabby,4.0,morality-ethics|advice,care-harm,it is protective,limiting who has contact with your child.,0.0,legal,1
dearabby,4.0,advice,care-harm,It's good,limiting your calories if you are overweight.,0.0,legal,1
confessions,3.0,advice,care-harm,You should not,lingering on a crush when you can't be with them.,-1.0,legal,0
dearabby,3.0,advice,care-harm,It's not good,lingering on the past for a long time,-1.0,legal,0
rocstories,4.0,advice,care-harm,It's important,listening to a doctor's advice when you are injured,0.0,legal,1
rocstories,3.0,advice,care-harm|authority-subversion,it's good,listening to a doctors advice,1.0,legal,2
rocstories,3.0,advice,care-harm,it's good,listening to doctors.,1.0,legal,2
dearabby,3.0,advice,care-harm,It is good,listening to genuine concerns your parents have.,0.0,legal,1
rocstories,3.0,morality-ethics,care-harm,it's rude,listening to loud music in your apartment.,-1.0,legal,0
amitheasshole,3.0,social-norms,care-harm|authority-subversion,should,listening to music at whatever volume you wish in your own apartment.,0.0,legal,1
rocstories,4.0,social-norms,care-harm,it's okay,listening to music in your apartment.,0.0,legal,1
rocstories,3.0,advice,care-harm,It's good,listening to music to relax you.,0.0,legal,1
rocstories,3.0,advice,care-harm,It's good,listening to music when unwinding,1.0,legal,2
amitheasshole,4.0,morality-ethics,care-harm,It's good,listening to other people's feelings.,1.0,legal,2
confessions,3.0,advice,care-harm,It is good,listening to others concerns about you.,1.0,legal,2
confessions,4.0,advice,care-harm|loyalty-betrayal,it's good,listening to people when they have problems.,1.0,legal,2
confessions,3.0,morality-ethics,care-harm,should,listening to people who want to get things off their chest,1.0,legal,2
rocstories,4.0,morality-ethics,care-harm,You should,listening to someone when they are desperate and pleading to you.,0.0,legal,1
rocstories,3.0,advice,care-harm,It's good,listening to someone's relationship advice.,0.0,legal,1
rocstories,3.0,advice,care-harm|authority-subversion,It is best,listening to the advice of your doctor in regards to medication.,0.0,legal,1
rocstories,4.0,advice,care-harm|authority-subversion,it is important,listening to the advice of your nurses when hospitalized.,1.0,legal,2
confessions,3.0,morality-ethics|social-norms,care-harm|authority-subversion,You shouldn't,listening to the communist manifesto because it's wrong.,-2.0,legal,0
rocstories,3.0,advice,care-harm|authority-subversion,should,listening to your doctor,1.0,legal,2
rocstories,3.0,advice,care-harm,it's good,listening to your doctor's advice.,1.0,legal,2
rocstories,3.0,advice,care-harm,should,listening to your doctor's orders.,0.0,legal,1
rocstories,3.0,advice,care-harm,It is good,listening to your emotions,1.0,legal,2
rocstories,3.0,morality-ethics,care-harm|fairness-cheating,should,listening to your employees when they don't like the way you do something.,0.0,legal,1
amitheasshole,3.0,morality-ethics,care-harm|loyalty-betrayal,It's good,listening to your friends talk about things repeatedly when they are nervous.,1.0,legal,2
amitheasshole,4.0,morality-ethics,care-harm,should,listening to your kids about their childhood trauma.,1.0,legal,2
rocstories,3.0,morality-ethics,care-harm,should always,listening to your kids.,0.0,legal,1
amitheasshole,3.0,advice,care-harm,You should,listening to your partner's concerns about your family.,1.0,legal,2
amitheasshole,3.0,advice,care-harm,It's good,listening to your partner's concerns regarding your future with them.,1.0,legal,2
amitheasshole,3.0,advice,care-harm,should,listening to your partner's feelings.,0.0,legal,1
amitheasshole,3.0,morality-ethics|advice,care-harm|authority-subversion,You should,listening to your partner's requests.,1.0,legal,2
amitheasshole,4.0,advice,care-harm,You should,listening to your partner.,0.0,legal,1
amitheasshole,3.0,morality-ethics|social-norms,care-harm|loyalty-betrayal,It's loving to,listening to your significant other and stay out of their way if they ask you to.,0.0,legal,1
confessions,3.0,morality-ethics,care-harm,it's important,listening to your significant other.,0.0,legal,1
dearabby,4.0,morality-ethics|social-norms,care-harm|sanctity-degradation,It's bad,littering,-1.0,illegal,0
dearabby,4.0,morality-ethics,care-harm|sanctity-degradation,It's bad,littering in the wild.,-1.0,tolerated,0
dearabby,3.0,advice,care-harm,Shouldn't,littering when you love animals.,-1.0,legal,0
confessions,4.0,advice,care-harm,It's wrong,living a double life.,-1.0,legal,0
dearabby,3.0,social-norms,care-harm|loyalty-betrayal,It's okay,living at home as a college student,0.0,legal,1
confessions,4.0,social-norms,care-harm,encouraged,living in the here and now.,0.0,legal,1
confessions,4.0,morality-ethics|advice,care-harm,not okay,living life as a bad person.,-1.0,legal,0
confessions,3.0,advice,care-harm,It's not okay,living life with a heart ache.,-1.0,legal,0
confessions,3.0,social-norms,care-harm,shouldn't,living on poverty.,-1.0,legal,0
dearabby,3.0,morality-ethics|social-norms,care-harm|fairness-cheating,It is wrong,living with someone if you feel a certain way towards them that causes issues.,-1.0,legal,0
rocstories,3.0,social-norms|advice,care-harm|loyalty-betrayal|authority-subversion,It's not okay,living with someone who you know nothing about.,-1.0,legal,0
confessions,4.0,advice,care-harm,shouldn't,living with someone you hate.,-1.0,legal,0
rocstories,3.0,advice,care-harm,It's good,living your life for a pet.,1.0,legal,2
amitheasshole,4.0,advice,care-harm|loyalty-betrayal,It's good,loaning money to your significant other,1.0,legal,2
amitheasshole,4.0,morality-ethics,care-harm,It is rude,locking someone out of their house.,-1.0,tolerated,0
rocstories,4.0,social-norms,care-harm,it is good,locking the door when you leave.,1.0,legal,2
rocstories,4.0,advice,care-harm,wise,locking your car to avoid it being stolen.,0.0,legal,1
rocstories,4.0,advice,care-harm,It is good,locking your vehicle when you have valuable things in it.,1.0,legal,2
confessions,3.0,social-norms,care-harm,It's understandable,lonely people seeking out companionship,0.0,legal,1
confessions,3.0,description,care-harm,It's good,looking after a puppy.,1.0,legal,2
rocstories,4.0,morality-ethics|social-norms,care-harm,It is good,looking after others,1.0,legal,2
amitheasshole,4.0,morality-ethics,care-harm,It's good,looking after the safety of children.,1.0,legal,2
amitheasshole,3.0,social-norms,care-harm,it's good,looking after the safety of your friends,1.0,legal,2
dearabby,4.0,morality-ethics,care-harm,it's expected,looking after their children.,0.0,legal,1
rocstories,3.0,social-norms,care-harm|loyalty-betrayal,It's good,looking after your spouse,0.0,legal,1
rocstories,3.0,morality-ethics|advice,care-harm|fairness-cheating,It's good,looking around a lot before you find something you really like.,1.0,legal,2
rocstories,3.0,advice,care-harm,You should,looking around online and research a professional if you need one.,0.0,legal,1
amitheasshole,4.0,morality-ethics,care-harm,It's rude,looking at a person and judging them wrongly.,-1.0,legal,0
rocstories,3.0,morality-ethics,care-harm,Shouldn’t,looking at someone with evil eyes.,-1.0,legal,0
rocstories,3.0,description,care-harm,It's good,looking at the qualities in a person that are really important.,1.0,legal,2
dearabby,4.0,social-norms,care-harm,It's good,looking at your finances with your partner.,0.0,legal,1
rocstories,3.0,advice,care-harm,It's good,looking at your tires often so you can notice when they're worn out.,0.0,legal,1
confessions,3.0,advice,care-harm,It is good,looking at yourself honestly if someone has concerns with your behavior.,1.0,legal,2
rocstories,3.0,advice,care-harm|fairness-cheating,it's expected,looking back on big decisions.,1.0,legal,2
rocstories,3.0,advice,care-harm,It's good,looking exactly like the character you're playing for a play to make it more realistic.,1.0,legal,2
rocstories,3.0,morality-ethics|advice,care-harm|loyalty-betrayal,its good,looking for a missing friend.,1.0,legal,2
confessions,3.0,advice,care-harm,It is good,looking for a new job if you hate your current one.,1.0,legal,2
confessions,3.0,advice,care-harm,It's good,looking for help when you feel things aren't going well in your life.,1.0,legal,2
confessions,4.0,advice,care-harm,okay,looking for new friends.,0.0,legal,1
rocstories,4.0,advice,care-harm,You should,looking for oncoming traffic when pulling out of a driveway.,0.0,legal,1
confessions,3.0,social-norms,care-harm|loyalty-betrayal,shouldn't,looking for your ex on social media.,-1.0,legal,0
rocstories,3.0,advice,care-harm,it's good,looking for your family members when you can't find them.,0.0,legal,1
rocstories,4.0,social-norms|advice,care-harm,should,looking for your pet if it's lost,0.0,legal,1
