area,rot-agree,rot-categorization,rot-moral-foundations,rot-judgment,action,action-moral-judgment,action-legal,label,action_ukr
amitheasshole,4.0,morality-ethics|social-norms,care-harm|loyalty-betrayal,It's important,maintaining marriages.,0.0,legal,1,підтримування шлюбів.
amitheasshole,4.0,social-norms|advice,care-harm|loyalty-betrayal,you should,maintaining your friendships with the ones you consider to be a best friend.,1.0,legal,2,"підтримка дружніх стосунків із тими, кого ти вважаєш найкращим другом."
confessions,4.0,advice,care-harm,It is good,maintaining your personal hygiene,0.0,legal,1,підтримання особистої гігієни
amitheasshole,4.0,morality-ethics|advice,care-harm,You shouldn't,making a big deal out of small things.,-1.0,legal,0,робити з мухи слона.
confessions,4.0,advice,care-harm,good,making a change in your life if you are feeling depressed.,0.0,legal,1,"змінити своє життя, якщо ви відчуваєте депресію."
amitheasshole,4.0,description,care-harm,rude,making a character based on someone if it will offend them.,-1.0,legal,0,"створювати персонажа на основі когось, якщо це їх образить."
rocstories,4.0,morality-ethics|social-norms,care-harm|sanctity-degradation,shouldn't,making a fool of yourself.,-1.0,legal,0,робити з себе дурня.
confessions,4.0,social-norms,care-harm,shouldn't,making a mess in the car.,-1.0,legal,0,смітити в машині.
confessions,4.0,description,care-harm,It is okay,making a mistake.,0.0,legal,1,робити помилку
dearabby,4.0,social-norms,care-harm,It's kind,making a new classmate feel welcome.,1.0,legal,2,змусити нового однокласника почуватися бажаним.
rocstories,4.0,advice,care-harm,You should,making a safe space to relax in your home.,1.0,legal,2,створення безпечного простору для відпочинку у вашому домі.
rocstories,4.0,morality-ethics,care-harm,it's wrong,making an animal into a slave.,-2.0,legal,0,перетворення тварини на раба.
confessions,4.0,morality-ethics,care-harm,it is bad,making animals suffer,-1.0,illegal,0,змушувати тварин страждати
amitheasshole,4.0,morality-ethics|social-norms,care-harm,its not okay,making another persons home dirty.,-1.0,legal,0,забруднення чужого дому.
rocstories,4.0,advice,care-harm,It's good,making breakfast for yourself and others.,1.0,legal,2,готувати сніданок собі та іншим.
dearabby,4.0,morality-ethics|social-norms,care-harm|loyalty-betrayal,It is pushy,making co-workers divulge personal details,-1.0,tolerated,0,змушування колег розкривати особисті деталі
rocstories,4.0,morality-ethics|advice,care-harm|loyalty-betrayal,It's wrong,making family members feel bad about themselves.,-1.0,legal,0,змушувати членів родини погано про себе думати.
amitheasshole,4.0,morality-ethics|social-norms,care-harm,It is good,making food for someone.,1.0,legal,2,готувати їжу для когось.
rocstories,4.0,social-norms,care-harm,it's good,making food for your family.,1.0,legal,2,готувати їжу для своєї родини.
confessions,4.0,morality-ethics|social-norms,care-harm,It is rude,making fun of people,-1.0,legal,0,висміювання людей
amitheasshole,4.0,morality-ethics,care-harm|sanctity-degradation,rude,making fun of someone with a disability.,-1.0,legal,0,кепкування з людини з інвалідністю.
confessions,4.0,morality-ethics|social-norms,care-harm,It's wrong,making fun of someone's passion,-2.0,legal,0,висміювання чийогось захоплення
amitheasshole,4.0,morality-ethics,care-harm,it's rude,making fun of someone's weight.,-1.0,legal,0,висміювання чиєїсь ваги
rocstories,4.0,morality-ethics,care-harm,It's hurtful,making fun of someone.,-1.0,legal,0,висміювання когось
amitheasshole,4.0,morality-ethics,care-harm,it's bad,making fun of your child for their learning difficulties.,-1.0,legal,0,глузування з дитини через її труднощі у навчанні.
confessions,4.0,morality-ethics,care-harm,wrong,making fun of your children,-1.0,legal,0,глузування з дітей
amitheasshole,4.0,morality-ethics,care-harm,It's mean,making fun of your friend's food.,-1.0,legal,0,глузування з їжі твого друга.
amitheasshole,4.0,morality-ethics|description,care-harm,It's hurtful,making fun of your friend.,-2.0,legal,0,насміхатися з друга
amitheasshole,4.0,morality-ethics|social-norms,care-harm|loyalty-betrayal,You shouldn't,making fun of your partner.,-1.0,legal,0,висміювання свого партнера
amitheasshole,4.0,social-norms,care-harm,should,making guests feel welcomed.,1.0,legal,2,створення атмосфери гостинності для відвідувачів.
dearabby,4.0,advice,care-harm,It's rude,making judgments about your child's choice of romantic partner.,-1.0,legal,0,робити судження щодо вибору романтичного партнера вашої дитини.
amitheasshole,4.0,morality-ethics,care-harm,shouldn't,making light of a problem that many people have.,-1.0,legal,0,"легковажне ставлення до проблеми, з якою стикається багато людей."
confessions,4.0,advice,care-harm,wrong,making more food than you need.,-1.0,legal,0,"готування більше їжі, ніж вам потрібно."
amitheasshole,4.0,morality-ethics,care-harm,Its rude,making negative comments toward someone.,-2.0,legal,0,висловлювання негативних коментарів щодо когось.
confessions,4.0,description,care-harm,it's expected,making new friends,0.0,legal,1,заводити нових друзів
amitheasshole,4.0,morality-ethics|social-norms,care-harm,You shouldn't,making offensive jokes to people.,-2.0,legal,0,робити образливі жарти щодо людей.
rocstories,4.0,description,care-harm,It's good,making others happy.,1.0,legal,2,робити інших щасливими.
confessions,4.0,morality-ethics,care-harm,It's wrong,making people feel insecure.,-1.0,legal,0,змушуючи людей почуватися невпевнено.
rocstories,4.0,advice,care-harm,It is caring,making people feel special.,1.0,legal,2,створювати у людей почуття винятковості.
confessions,4.0,morality-ethics|description,care-harm,it's unacceptable,"making people think you have thrown blood on them, regardless of whether it is fake or not.",-1.0,legal,0,"змушувати людей думати, що ти облив їх кров'ю, незалежно від того, фальшива вона чи ні."
rocstories,4.0,morality-ethics|social-norms,care-harm,Is rude,making people waste their time,-2.0,legal,0,змушувати людей витрачати свій час
rocstories,4.0,advice,care-harm,it's okay,making reminders so you don't forget to take a pill.,0.0,legal,1,"створення нагадувань, щоб не забути прийняти ліки."
amitheasshole,4.0,morality-ethics|social-norms,care-harm|authority-subversion,You shouldn't,making rude comments about your coworkers.,-2.0,legal,0,робити грубі коментарі про своїх колег.
