area,rot-agree,rot-categorization,rot-moral-foundations,rot-judgment,action,action-moral-judgment,action-legal,label
confessions,4.0,morality-ethics,care-harm,it's wrong,murdering people.,-2.0,illegal,0
dearabby,4.0,description,care-harm,It is normal,needing help as an expectant mother,0.0,legal,1
amitheasshole,4.0,description,care-harm,it's okay,needing personal space.,0.0,legal,1
confessions,4.0,description,care-harm,shouldn't,needing someone to tell you you're beautiful.,-1.0,legal,0
confessions,4.0,description,care-harm,It's okay,needing space during a romantic relationship.,0.0,legal,1
amitheasshole,4.0,morality-ethics|social-norms,care-harm|loyalty-betrayal,It is okay,needing time in a relationship.,0.0,legal,1
amitheasshole,4.0,social-norms,care-harm,understandable,needing time with their friends.,0.0,legal,1
rocstories,4.0,description,care-harm,It's normal,needing to take your pet out for a walk.,0.0,legal,1
amitheasshole,4.0,morality-ethics,care-harm,It's bad,neglecting a pet's needs.,-1.0,illegal,0
dearabby,4.0,morality-ethics|social-norms,care-harm|authority-subversion,it's bad,neglecting your child.,-1.0,tolerated,0
amitheasshole,4.0,morality-ethics,care-harm|loyalty-betrayal,isn't ok,neglecting your significant other for selfish pursuits,-1.0,legal,0
dearabby,4.0,social-norms,care-harm|sanctity-degradation,It's expected,nice language being  at day cares.,0.0,legal,1
amitheasshole,4.0,morality-ethics|description,care-harm|loyalty-betrayal,they can be hurt,not affording significant other the same status as other people in your life.,-1.0,legal,0
amitheasshole,4.0,social-norms|description,care-harm|fairness-cheating,It's expected,not all people will get along.,0.0,legal,1
amitheasshole,4.0,morality-ethics|description,care-harm,It's OK,not always donating to charitable causes.,0.0,legal,1
amitheasshole,4.0,morality-ethics,care-harm|fairness-cheating,It's wrong,not apologizing to someone when they deserve it.,-2.0,legal,0
rocstories,4.0,morality-ethics,care-harm|loyalty-betrayal,it's not okay,not appreciating others who care about you,-1.0,legal,0
rocstories,4.0,morality-ethics,care-harm|fairness-cheating,It's not okay,not appreciating the days that aren't as special.,-1.0,legal,0
confessions,4.0,morality-ethics,care-harm|fairness-cheating,It's wrong,not appreciating the life you have.,-1.0,legal,0
amitheasshole,4.0,morality-ethics|social-norms,care-harm|loyalty-betrayal,it's ok,not attending an event if you feel too unhealthy to do so.,0.0,legal,1
amitheasshole,4.0,morality-ethics,care-harm|loyalty-betrayal,It is rude,not attending your fathers birthday party.,-1.0,legal,0
rocstories,4.0,social-norms|description,care-harm,It is expected,not being a perfect parent,0.0,legal,1
dearabby,4.0,description,care-harm,It's frustrating,not being able to communicate with your partner,0.0,legal,1
confessions,4.0,social-norms,care-harm,It's not okay,not being able to enjoy your life and relax.,-1.0,legal,0
amitheasshole,4.0,morality-ethics|advice,care-harm,You have a right,not being around people that you find objectionable.,0.0,legal,1
amitheasshole,4.0,morality-ethics,care-harm,it's okay,not being close to co workers.,0.0,legal,1
amitheasshole,4.0,social-norms,care-harm,It's expected,not being confrontational with customers.,0.0,legal,1
rocstories,4.0,social-norms|advice,care-harm,okay,not being cool,0.0,legal,1
amitheasshole,4.0,description,care-harm,it's okay,not being happy with your sex life.,0.0,legal,1
confessions,4.0,morality-ethics,care-harm|loyalty-betrayal,It's bad,not being honest with friends.,-1.0,legal,0
amitheasshole,4.0,social-norms,care-harm,it's ok,not being interested in everything that your significant other is.,0.0,legal,1
amitheasshole,4.0,morality-ethics,care-harm|loyalty-betrayal,it's wrong,not being respectful of your partner,-2.0,legal,0
amitheasshole,4.0,morality-ethics|social-norms,care-harm|fairness-cheating,It's not okay,not being responsible for the actions of your pets.,-2.0,legal,0
amitheasshole,4.0,morality-ethics,care-harm,It's wrong,not being supportive of family members.,-1.0,legal,0
amitheasshole,4.0,morality-ethics,care-harm|loyalty-betrayal,wrong,not being supportive of family.,-1.0,legal,0
amitheasshole,4.0,morality-ethics|social-norms,care-harm|loyalty-betrayal,it's bad,not being there to support your family,-1.0,legal,0
amitheasshole,4.0,social-norms,care-harm,It is good,not being upset with your boyfriend if he cancels a date when you are sick.,1.0,legal,2
amitheasshole,4.0,morality-ethics,care-harm,it's bad,not caring about a friends safety.,-2.0,legal,0
confessions,4.0,advice,care-harm,It's irresponsible,not caring about your health.,-1.0,legal,0
amitheasshole,4.0,advice,care-harm,fine,not changing your schedule for someone if it's inconvenient.,0.0,legal,1
confessions,4.0,morality-ethics,care-harm|loyalty-betrayal,It's wrong,not considering helping someone else cheat wrong.,-1.0,legal,0
confessions,4.0,description,care-harm,You're expected,not crying all the time.,0.0,legal,1
amitheasshole,4.0,morality-ethics,care-harm,okay,not doing things we know can hurt someone we care about.,1.0,legal,2
rocstories,4.0,advice,care-harm,It's smart,not driving thru bad neighborhoods with a lot of gunfire,1.0,legal,2
confessions,4.0,advice,care-harm,It's bad,not eating healthy.,-1.0,legal,0
confessions,4.0,advice,care-harm,it is good,not encouraging dangerous behaviors when someone is on psychadelics.,1.0,legal,2
rocstories,4.0,social-norms,care-harm|sanctity-degradation,It's polite,not exposing others to illness.,1.0,legal,2
confessions,4.0,advice,care-harm,understandable,not feeling like you have value.,0.0,legal,1
amitheasshole,4.0,advice,care-harm,it is okay,not feelling like you need to watch a streamed program together to talk about it.,0.0,,1
rocstories,4.0,morality-ethics|advice,care-harm|authority-subversion,It's wrong,not following doctor's recommendations.,-1.0,legal,0
amitheasshole,4.0,morality-ethics|social-norms,care-harm|loyalty-betrayal,It is rude,not following through on your duties for someone's special day.,-1.0,legal,0
amitheasshole,4.0,social-norms,care-harm|authority-subversion,it's good,not forcing certain sports on your kids if they do not like them.,1.0,legal,2
amitheasshole,4.0,social-norms,care-harm,okay,not geting along with everyone you meet.,0.0,legal,1
rocstories,4.0,social-norms,care-harm|authority-subversion,it's not okay,not getting your rest.,-1.0,legal,0
amitheasshole,4.0,advice,care-harm,It's wrong,not giving yourself a rest when you need it.,-1.0,legal,0
rocstories,4.0,social-norms|advice,care-harm|authority-subversion,It's okay,not having an extravagant ceremony,0.0,legal,1
amitheasshole,4.0,morality-ethics|social-norms,care-harm,it's rude,not helping an older person up,-1.0,legal,0
amitheasshole,4.0,morality-ethics|social-norms,care-harm,It's wrong,not helping out your child if they are ill.,-2.0,tolerated,0
amitheasshole,4.0,morality-ethics|social-norms,care-harm,It's wrong,not helping someone suffering a medical problem.,-2.0,tolerated,0
amitheasshole,4.0,morality-ethics,care-harm,it's not okay,not helping someone when they are in a medical emergency.,-1.0,legal,0
amitheasshole,4.0,morality-ethics|social-norms,care-harm,It is rude,not helping someone who is suicidal.,-1.0,tolerated,0
rocstories,4.0,social-norms,care-harm,it's kind,not hurting the feelings of a friend.,1.0,legal,2
rocstories,4.0,social-norms,care-harm|loyalty-betrayal,it's good,not judging your friend's appearance when they're sick,1.0,legal,2
rocstories,4.0,social-norms,care-harm,it's okay,not keeping in touch with some people in your life.,0.0,legal,1
confessions,4.0,advice,care-harm,ok,not knowing why you like something.,0.0,legal,1
dearabby,4.0,morality-ethics,care-harm|authority-subversion,It's not okay,not letting a woman make decisions about her own body.,1.0,legal,2
rocstories,4.0,social-norms,care-harm|fairness-cheating,It is ok,not letting others taking advantage of your kindness.,0.0,legal,1
amitheasshole,4.0,morality-ethics,care-harm,It's not okay,not letting someone follow their dream.,-2.0,legal,0
amitheasshole,4.0,morality-ethics|social-norms,care-harm|authority-subversion,It's wrong,not letting someone you care about have a life.,-1.0,legal,0
amitheasshole,4.0,advice,care-harm|fairness-cheating|loyalty-betrayal,it's okay,not letting your girlfriend take advantage of you for a place to stay.,0.0,legal,1
rocstories,4.0,description,care-harm,It's understandable,not liking someone who is mean.,0.0,legal,1
amitheasshole,4.0,morality-ethics,care-harm,it's okay,not liking the same people as a significant other.,0.0,legal,1
amitheasshole,4.0,description,care-harm,It's understandable,not liking your ex.,0.0,legal,1
dearabby,4.0,social-norms,care-harm|loyalty-betrayal,It's rude,not listening to a friend.,-1.0,legal,0
confessions,4.0,social-norms,care-harm,it is rude,not listening when someone talks.,-1.0,legal,0
rocstories,4.0,morality-ethics|social-norms,care-harm|loyalty-betrayal,it is good,not neglecting your pets.,1.0,legal,2
rocstories,4.0,morality-ethics,care-harm|fairness-cheating|authority-subversion,It's bad,not obeying the rules of the road.,-1.0,illegal,0
confessions,4.0,social-norms|advice,care-harm,it's rude,not offering help to newcomers in a company.,-1.0,legal,0
amitheasshole,4.0,morality-ethics,care-harm,it's good,not overfeeding your pets.,1.0,legal,2
rocstories,4.0,advice,care-harm,it's not okay,not paying attention to where you are going.,-1.0,legal,0
rocstories,4.0,advice,care-harm,it's hazardous,not paying attention while you cook,-2.0,legal,0
confessions,4.0,morality-ethics,care-harm,it's bad,not respecting other people.,-2.0,legal,0
dearabby,4.0,morality-ethics,care-harm,It is wrong,not respecting other's need for space.,-1.0,legal,0
confessions,4.0,morality-ethics,care-harm,it's bad,not respecting someone you're dating.,-1.0,legal,0
dearabby,4.0,advice,care-harm|loyalty-betrayal,It is okay,not settling,0.0,legal,1
amitheasshole,4.0,social-norms,care-harm,It is okay,not staying out late.,0.0,legal,1
amitheasshole,4.0,morality-ethics|social-norms,care-harm|loyalty-betrayal,It's rude,not supporting someone who you are dating if they are going though a rough time.,-2.0,legal,0
rocstories,4.0,morality-ethics,care-harm|loyalty-betrayal,is bad,not supporting your friends.,-1.0,legal,0
amitheasshole,4.0,morality-ethics|social-norms,care-harm|loyalty-betrayal,It's wrong,not supporting your partner after they had a bad day.,-2.0,legal,0
confessions,4.0,social-norms,care-harm,wrong,not taking care of your teeth.,-1.0,legal,0
amitheasshole,4.0,morality-ethics,care-harm,it's bad,not taking proper care of your pet.,-1.0,tolerated,0
amitheasshole,4.0,morality-ethics,care-harm,It is wrong,not taking trauma seriously.,-2.0,legal,0
amitheasshole,4.0,advice,care-harm|authority-subversion,It is ok,not talking about things if you are not ready.,0.0,legal,1
dearabby,4.0,morality-ethics|social-norms,care-harm,It's rude,not telling someone when family is visiting.,-1.0,legal,0
amitheasshole,4.0,description,care-harm|loyalty-betrayal,it's okay,not trusting some people.,0.0,legal,1
confessions,4.0,advice,care-harm,understandable,not understanding who you are.,0.0,legal,1
amitheasshole,4.0,morality-ethics|social-norms,care-harm|loyalty-betrayal,It is disgraceful,not visiting a dying parent.,-2.0,legal,0
confessions,4.0,description,care-harm|fairness-cheating,It's fine,not wanting people to know you won big at the casino.,0.0,legal,1
amitheasshole,4.0,description,care-harm,it's okay,not wanting people to take up more of your life than you would like.,0.0,legal,1
confessions,4.0,advice,care-harm,It's not okay,not wanting to be a good person.,-1.0,legal,0
amitheasshole,4.0,description,care-harm,understandable,not wanting to be around someone who is unstable.,0.0,legal,1
amitheasshole,4.0,advice,care-harm,understandable,not wanting to be burdened with other peoples problems.,0.0,legal,1
amitheasshole,4.0,advice,care-harm,it's understandable,not wanting to be friends with someone who makes you feel down.,0.0,legal,1
rocstories,4.0,description,care-harm,is understandable,not wanting to be teased.,0.0,legal,1
confessions,4.0,description,care-harm,understandable,not wanting to deal with others problems.,0.0,legal,1
rocstories,4.0,morality-ethics,care-harm|authority-subversion,understandable,not wanting to get caught committing a crime.,0.0,illegal,1
amitheasshole,4.0,social-norms,care-harm,ok,not wanting to go on a date with someone.,0.0,legal,1
amitheasshole,4.0,social-norms,care-harm,It's okay,not wanting to go out with others.,0.0,legal,1
amitheasshole,4.0,social-norms,care-harm,It is expected,not wanting to go to a concert where their ex is performing.,0.0,legal,1
amitheasshole,4.0,social-norms|advice,care-harm,It's understandable,not wanting to go to an event that makes you uncomfortable.,0.0,legal,1
confessions,4.0,description,care-harm,It is okay,not wanting to have body hair.,0.0,legal,1
amitheasshole,4.0,morality-ethics|social-norms,care-harm|authority-subversion,It's wrong,not wanting to help your kids.,-1.0,legal,0
confessions,4.0,morality-ethics|social-norms,care-harm,It's noble,not wanting to hurt another person.,1.0,legal,2
dearabby,4.0,morality-ethics|social-norms,care-harm,it's understandable,not wanting to hurt your partner's feelings.,0.0,legal,1
confessions,4.0,description,care-harm,it is depressing,not wanting to live anymore,-1.0,legal,0
rocstories,4.0,social-norms|description,care-harm|fairness-cheating,It's understandable,not wanting to overpay for something.,0.0,legal,1
amitheasshole,4.0,morality-ethics,care-harm|fairness-cheating,It's understandable,not wanting to work with someone who upsets you.,0.0,legal,1
amitheasshole,4.0,morality-ethics,care-harm|authority-subversion,It's okay,not wanting your child to take drugs.,0.0,legal,1
dearabby,4.0,advice,care-harm|authority-subversion,It's good,not wanting your past bringing you down.,1.0,legal,2
amitheasshole,4.0,morality-ethics,care-harm,It is expected,nurses making their patients lives easier and not harder.,0.0,legal,1
confessions,4.0,morality-ethics,care-harm,is wrong,objectifying other people.,-2.0,legal,0
confessions,4.0,social-norms,care-harm,It is not normal,obsessing on one emotion,-1.0,legal,0
confessions,4.0,morality-ethics|advice,care-harm,It's unhealthy,obsessing over a medical condition,-1.0,legal,0
